Timestamp,Dataset,Clustering Algorithm,Algorithm Details,Drift Type,Drift Level,Training Time,Prediction Time,AMI,ARI,Calinski-Harabasz Score,Davies-Bouldin Score,Completeness Score,Fowlkes-Mallows Score,Homogeneity,Completeness,V-Measure,Mutual Information,Normalized Mutual Information,Silhouette Score,Accuracy
2024-04-04 08:44:59.708140,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MILD,0.2958657741546631,0.000962495803833,0.7752033421816464,0.6172467712587081,1350.0190144237113,0.6896370263921932,0.8038388000481431,0.6379262366560584,0.7887720430868288,0.8038388000481431,0.7962341526927605,2.3592024545075123,0.7962341526927605,0.485398336855004,0.76
2024-04-04 08:45:00.093164,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MILD,0.3466944694519043,0.0009512901306152,0.7907463992891218,0.6261011115900134,1341.1454157161024,0.6552823958669992,0.8179548560911436,0.6464240235161505,0.80291533956067,0.8179548560911436,0.8103653244849949,2.401504790205585,0.8103653244849949,0.4993455784671232,0.7666666666666667
2024-04-04 08:45:00.464935,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MILD,0.3380293846130371,0.000856876373291,0.7727279146773971,0.6150930910950817,1273.2743506437323,0.6865695514442104,0.8009240670853388,0.6356919706175499,0.7872365192037157,0.8009240670853388,0.7940213101397137,2.354609731241335,0.7940213101397138,0.461188675572999,0.7653333333333333
2024-04-04 08:45:00.837694,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MILD,0.3389334678649902,0.0009689331054687,0.7959797584202336,0.6500207217548755,1387.3584577647098,0.6571235157552079,0.818563448251758,0.6679302123366004,0.8117029125608798,0.818563448251758,0.8151187450505092,2.4277882569853237,0.8151187450505091,0.4974275977132346,0.808
2024-04-04 08:45:01.208097,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MILD,0.3366096019744873,0.0009770393371582,0.8035782256863153,0.6697989840561085,1418.0794870663844,0.6641513008852065,0.8248797796649872,0.6865908866829912,0.8191354361941431,0.8248797796649872,0.8219975722919407,2.450018796407281,0.8219975722919406,0.4966724206588311,0.8186666666666667
2024-04-04 08:45:01.562604,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MODERATE,0.3210232257843017,0.00083589553833,0.8123574056493438,0.6915179287192263,1178.5337222637002,0.6991304883348951,0.8357829284213338,0.7077574466195705,0.8240575745334375,0.8357829284213338,0.8298788366777252,2.464740820283843,0.8298788366777252,0.4631824342115357,0.8
2024-04-04 08:45:01.953964,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MODERATE,0.3592264652252197,0.0009799003601074,0.8157688235495896,0.6857161250235942,1192.5524255419562,0.655532561590668,0.838640377731469,0.702404355745033,0.8275725663231414,0.838640377731469,0.8330697130854764,2.47525409510199,0.8330697130854762,0.4737538804172221,0.8026666666666666
2024-04-04 08:45:02.329406,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MODERATE,0.3456373214721679,0.0009651184082031,0.8120286473974947,0.6832775467183715,1175.483423499436,0.6780051095185472,0.8353674613764307,0.6999491620575957,0.8239306738842289,0.8353674613764307,0.8296096533426371,2.464361262811294,0.8296096533426373,0.4552726529533621,0.8053333333333333
2024-04-04 08:45:02.714641,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MODERATE,0.3531098365783691,0.0009443759918212,0.8426478454979912,0.7329595662222048,1292.6240766692172,0.6670789556550027,0.8597286033245856,0.7464411079874647,0.8550677353876512,0.8597286033245856,0.8573918351666188,2.557491632439441,0.8573918351666187,0.4798911368911285,0.86
2024-04-04 08:45:03.077081,a1,KMeans,"{'algorithm': 'full', 'copy_x': True, 'init': 'random', 'max_iter': 100, 'n_clusters': 20, 'n_init': 50, 'n_jobs': 'deprecated', 'precompute_distances': 'deprecated', 'random_state': None, 'tol': 0.0001, 'verbose': 0}",Gaussian Shift,MODERATE,0.3281681537628174,0.0008425712585449,0.8343807382166974,0.7236721700000346,1254.9970293645508,0.6709686633244998,0.8521654207301571,0.7375839721123897,0.8476269302007523,0.8521654207301571,0.8498901165205859,2.535236323045176,0.8498901165205859,0.4841621868572605,0.8506666666666667
